S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
1059,Hyundai Santro Xing GL,Dodoma,2030,58163,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,,2.45
1060,Chevrolet Beat Diesel LT,Lilongwe,2031,109500,Diesel,Manual,Third,25.44 kmpl,936 CC,57.6 bhp,5,,1.5
1061,Mahindra XUV500 W4 1.99 mHawk,Nairobi,2037,13363,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7,,12
1062,Hyundai i10 Era 1.1,Nairobi,2032,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.2
1063,Tata New Safari DICOR 2.2 EX 4x4,Dodoma,2027,103000,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7,,3.6
1064,Hyundai i10 Sportz,Lusaka,2029,43002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,1.92
1065,Toyota Innova Crysta 2.8 ZX AT,Kigali,2036,108000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,28.05 River,20.5
1066,Skoda Laura Elegance MT,Arusha,2030,82407,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,,4.25
1067,Hyundai Grand i10 Sportz,Lusaka,2033,29000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.2
1068,Toyota Etios Liva GD,Maputo,2032,225000,Diesel,Manual,Second,23.59 kmpl,1364 CC,null bhp,5,,2.6
1069,Maruti Swift Dzire VDI,Lusaka,2034,45000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,3.85
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),Gaborone,2030,93401,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,3.48
1071,Ford Figo 2015-2019 1.5D Trend MT,Dodoma,2037,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5,,4.55
1072,Maruti Ertiga VDI,Maputo,2036,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 River,7
1073,Maruti Ertiga ZDI,Durban,2033,67443,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.75
1074,Honda City 1.5 V AT Sunroof,Gaborone,2036,47681,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5,,8.73
1075,Maruti Alto LXi BSIII,Dodoma,2029,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.7
1076,Ford Endeavour 3.2 Titanium AT 4X4,Dodoma,2036,68000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,,29.5
1077,Maruti Vitara Brezza ZDi Plus,Gaborone,2039,34688,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.2 River,10.49
1078,Porsche Boxster S tiptronic,Lusaka,2035,10512,Petrol,Automatic,First,8.6 kmpl,2706 CC,265 bhp,2,,64
1079,Maruti Swift ZDi,Maputo,2036,58000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,7.55
1080,Tata Zest Revotron 1.2 XT,Johannesburg,2034,40000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,8.56 River,3.95
1081,Hyundai i20 1.2 Sportz Option,Kigali,2030,61000,Petrol,Manual,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5,,3.25
1082,Skoda Fabia 1.4 TDI Active,Johannesburg,2029,86000,Diesel,Manual,First,19.4 kmpl,1422 CC,70 bhp,5,,2.75
1083,Toyota Corolla Altis D-4D J,Lusaka,2035,45000,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,7.35
1084,Volkswagen Ameo 1.2 MPI Comfortline,Durban,2037,55000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,4.7
1085,Hyundai Creta 1.6 VTVT S,Gaborone,2036,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,,8.77
1086,Hyundai i10 Magna 1.2,Gaborone,2033,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.42
1087,Chevrolet Beat LS,Lusaka,2035,120000,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5,,2.5
1088,Jaguar XF 3.0 Litre S Premium Luxury,Lusaka,2032,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,20
1089,Nissan Terrano XL,Johannesburg,2034,40000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5,,5.25
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Nairobi,2033,60000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5,,14.5
1091,Hyundai i10 Asta AT,Johannesburg,2031,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.45
1092,Maruti Alto K10 VXI AGS,Maputo,2035,73204,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,3.3
1093,Audi Q7 4.2 TDI Quattro Technology,Kigali,2034,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7,,51
1094,Maruti Vitara Brezza VDi,Lusaka,2037,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.46 River,6.5
1095,Hyundai EON D Lite Plus,Dodoma,2033,17729,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.65
1096,Mahindra XUV300 W8 Diesel,Lilongwe,2032,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5,12.79 River,7.25
1097,Hyundai Verna CRDi 1.6 SX Option,Gaborone,2034,89614,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,15.57 River,6.01
1098,Maruti Wagon R VXI,Lusaka,2035,14000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.8
1099,Hyundai i20 Sportz Option,Lilongwe,2032,50000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4
1100,Honda City i VTEC V,Nairobi,2034,62505,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.95
1101,Toyota Innova 2.5 V Diesel 7-seater,Lilongwe,2031,248000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,,9.2
1102,Hyundai Verna CRDi SX,Maputo,2032,94900,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,5.35
1103,Tata Hexa XT,Nairobi,2037,55000,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7,19.86 River,12
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Harare,2035,53735,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,38.94
1105,Maruti Wagon R VXI,Harare,2028,53934,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2.69
1106,BMW 5 Series 2013-2017 525d Luxury Line,Kigali,2033,58500,Diesel,Automatic,Second,17.09 kmpl,1995 CC,218 bhp,5,,27.5
1107,Honda Amaze EX i-Vtech,Lusaka,2034,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,2.75
1108,Maruti Alto 800 2016-2019 LXI,Johannesburg,2036,24000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.8
1109,Hyundai Verna 1.6 SX VTVT,Johannesburg,2036,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,6.45
1110,Tata Tiago 1.2 Revotron XZ,Harare,2038,9565,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6.59 River,5.88
1111,Maruti Swift LXI,Maputo,2033,32953,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.65
1112,Hyundai EON Era,Arusha,2034,18000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.5
1113,Mercedes-Benz E-Class E 220 d,Gaborone,2038,20446,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5,86.97 River,51.35
1114,Hyundai i20 Magna 1.4 CRDi,Dodoma,2036,33016,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.85
1115,Toyota Etios VD,Lilongwe,2032,48000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,,5.25
1116,Toyota Corolla Altis Diesel D4DG,Harare,2034,72022,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,9.23
1117,Mini Cooper 5 DOOR D,Durban,2034,34000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,42.12 River,22
1118,Volkswagen Polo 1.5 TDI Highline,Dodoma,2034,69000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,5.19
1119,Skoda Superb Elegance 1.8 TSI AT,Maputo,2029,108000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,4.35
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Dodoma,2033,34700,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5,,24.5
1121,Maruti Swift VDi BSIII W/ ABS,Maputo,2035,79000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,5.75
1122,Honda City i VTEC CVT VX,Gaborone,2036,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,,9.19
1123,BMW 7 Series 2007-2012 740Li,Maputo,2028,66000,Petrol,Automatic,Second,8.45 kmpl,2979 CC,321 bhp,5,,10.75
1124,Hyundai i10 Magna AT,Kigali,2029,60000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,2.99
1125,Maruti Swift Dzire VDI,Lusaka,2034,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3.89
1126,Honda City i DTec VX,Harare,2038,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,11.73
1127,Maruti Omni 8 Seater BSIV,Harare,2036,55137,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,3.11
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Arusha,2034,93325,Diesel,Manual,Second,17.2 kmpl,1968 CC,138.1 bhp,5,,14.45
1129,Maruti Ertiga SHVS VDI,Durban,2038,38000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.7
1130,Hyundai Grand i10 CRDi Magna,Gaborone,2036,57738,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.04
1131,Maruti Ciaz VDi Plus SHVS,Arusha,2037,38282,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.5
1132,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Nairobi,2034,64000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,,15.65
1133,Fiat Avventura MULTIJET Emotion,Johannesburg,2035,32000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5,,5.65
1134,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kigali,2030,83000,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5,,16.5
1135,Maruti Zen Estilo LXI Green (CNG),Durban,2031,76000,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5,,2
1136,Volkswagen Vento Petrol Highline,Maputo,2032,67200,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,,3.9
1137,BMW 3 Series 320d Luxury Line,Arusha,2033,62655,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,14.5
1138,BMW 5 Series 2013-2017 530d M Sport,Kigali,2035,16900,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,,44
1139,Hyundai Grand i10 1.2 Kappa Magna,Nairobi,2037,8471,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.54 River,5
1140,Toyota Innova Crysta 2.8 ZX AT,Dodoma,2036,69000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,26.56 River,19.75
1141,Renault Duster 110PS Diesel RxZ AMT,Harare,2037,30090,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,15.05 River,11.44
1142,Tata Indica Vista Aura 1.3 Quadrajet,Lilongwe,2031,120000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,,1.75
1143,Maruti Swift VDI BSIV,Kigali,2033,23000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,5.6
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Gaborone,2036,35939,Petrol,Manual,First,12.3 kmpl,1796 CC,185 bhp,5,,30.42
1145,Mahindra XUV500 W8 4WD,Harare,2033,116694,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,9.57
1146,Mahindra Bolero ZLX,Johannesburg,2036,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,11.01 River,3.5
1147,Maruti Vitara Brezza ZDi,Harare,2038,64456,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11 River,10.46
1148,Fiat Avventura MULTIJET Emotion,Maputo,2034,52782,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5,,4.85
1149,Honda Amaze S Petrol,Gaborone,2036,51672,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,7.55 River,5.68
1150,Skoda Superb Elegance 1.8 TSI AT,Johannesburg,2035,56073,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,13.25
1151,Jaguar XF 3.0 Litre S Premium Luxury,Kigali,2031,65000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,16
1152,Maruti Wagon R VXI BSIII,Lilongwe,2033,79000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3
1153,Hyundai Santro Xing XL eRLX Euro III,Lusaka,2027,43206,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,0.99
1154,Toyota Corolla Altis VL,Johannesburg,2030,70200,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5,,5
1155,Maruti Swift VXi BSIV,Nairobi,2036,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,4.75
1156,Volkswagen Polo 1.2 MPI Highline,Kigali,2034,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,5.35
1157,Hyundai Grand i10 1.2 Kappa Asta,Dodoma,2037,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.82 River,5.98
1158,Maruti SX4 ZDI,Lilongwe,2031,80000,Diesel,Manual,Third,21.5 kmpl,1248 CC,88.8 bhp,5,,3.5
1159,Hyundai Grand i10 1.2 Kappa Magna,Gaborone,2038,50234,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.32 River,4.77
1160,Maruti Baleno Delta 1.2,Nairobi,2036,50003,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.45
1161,Tata Tigor 1.2 Revotron XTA,Durban,2038,1000,Petrol,Automatic,First,20.3 kmpl,1199 CC,84 bhp,5,,6.85
1162,Maruti Swift Dzire AMT ZDI,Arusha,2036,54897,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,,7.3
1163,Tata Indica GLS BS IV,Maputo,2027,108995,Petrol,Manual,First,15.3 kmpl,1193 CC,65.3 bhp,5,,1.25
1164,Maruti SX4 S Cross DDiS 320 Zeta,Lilongwe,2035,73000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,8.25
1165,Maruti Swift VXI BSIII,Durban,2028,65000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.71
1166,Hyundai Xcent 1.2 Kappa SX,Lusaka,2036,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,3.6
1167,Hyundai i20 1.2 Magna,Durban,2030,65000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3
1168,Maruti Celerio VXI AT,Dodoma,2036,21600,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.65
1169,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Johannesburg,2030,39000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,,9.5
1170,Maruti Swift Dzire VXi,Johannesburg,2031,58075,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,2.95
1171,Volkswagen Vento Petrol Trendline,Johannesburg,2031,58000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,,3
1172,Maruti Swift ZDi,Dodoma,2035,58000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.95
1173,Toyota Corolla Altis VL,Nairobi,2028,89000,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5,,4
1174,Honda Civic 2006-2010 1.8 V MT,Nairobi,2028,72000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,2.5
1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Lusaka,2037,1800,Petrol,Automatic,First,16.05 kmpl,1499 CC,110.4 bhp,5,,11.37
1176,Fiat Linea Emotion Pack (Diesel),Maputo,2030,172050,Diesel,Manual,Second,19.0 kmpl,1248 CC,93 bhp,5,,2.25
1177,Hyundai i10 Era,Arusha,2033,46230,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.1
1178,Volvo XC60 D5 Inscription,Gaborone,2034,86925,Diesel,Automatic,First,11.2 kmpl,2400 CC,215 bhp,5,,17.18
1179,Hyundai i20 1.2 Asta,Arusha,2038,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.5
1180,Honda City i DTEC S,Durban,2034,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5.7
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Durban,2033,119000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,8
1182,Renault KWID RXT,Lilongwe,2036,45000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,2.6
1183,Maruti A-Star Vxi,Dodoma,2029,66149,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.45
1184,Mercedes-Benz B Class B180,Gaborone,2034,42070,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,,11.57
1185,Maruti Wagon R LXI BS IV,Lusaka,2032,35503,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.3
1186,Maruti Swift VDI BSIV,Arusha,2036,41460,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.9
1187,Hyundai Verna VTVT 1.6 AT SX Option,Johannesburg,2035,40600,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,15.14 River,7.2
1188,Hyundai Verna CRDi 1.6 AT SX Option,Durban,2033,87000,Diesel,Automatic,First,22.0 kmpl,1582 CC,126.2 bhp,5,15.72 River,5.9
1189,Honda City V MT,Lilongwe,2034,30000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5,,6
1190,Hyundai i10 Magna Optional 1.1L,Lusaka,2030,27089,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,5,,1.95
1191,Toyota Etios GD SP,Harare,2036,53702,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,,6.55
1192,Volvo S60 D4 Momentum,Dodoma,2035,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5,45.67 River,25
1193,Ford Figo Diesel EXI,Lusaka,2032,36542,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,2.65
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Johannesburg,2037,15000,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5,,69.5
1195,BMW 3 Series 320d Luxury Line,Lilongwe,2032,65000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,54.7 River,14
1196,Maruti Alto 800 VXI,Maputo,2034,32000,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,5,,2.1
1197,Toyota Innova Crysta 2.4 VX MT,Dodoma,2037,24393,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,22.87 River,20.4
1198,Volkswagen Polo 1.0 MPI Trendline,Dodoma,2039,1000,Petrol,Manual,First,18.78 kmpl,999 CC,75 bhp,5,6.74 River,5.68
1199,Nissan Terrano XL,Johannesburg,2034,28238,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5,,5.55
1200,Mitsubishi Pajero Sport 4X4,Johannesburg,2033,59000,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7,33.09 River,12.75
1201,Honda Civic 2010-2013 1.8 S MT,Johannesburg,2032,92000,Petrol,Manual,Second,14.8 kmpl,1799 CC,130.2 bhp,5,,3.35
1202,Maruti Alto 800 LXI,Lusaka,2033,56840,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,1.55
1203,Volkswagen Vento Diesel Highline,Harare,2033,62746,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,,5.9
1204,Land Rover Freelander 2 HSE,Dodoma,2032,96000,Diesel,Automatic,First,12.35 kmpl,2179 CC,187.74 bhp,5,,18.98
1205,Honda CR-V 2.0L 2WD MT,Johannesburg,2034,24000,Petrol,Manual,First,13.7 kmpl,1997 CC,153.86 bhp,5,,11.51
1206,Maruti Ertiga VDI,Johannesburg,2036,54000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,7.75
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Lilongwe,2036,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,13.9
1208,Tata Manza Aura Safire,Lusaka,2030,40000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5,,1.35
1209,Audi Q7 35 TDI Quattro Premium Plus,Johannesburg,2035,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,38
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Johannesburg,2037,16100,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,11.6
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Dodoma,2037,3600,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,,12.25
1212,Honda City 1.5 S MT,Arusha,2031,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,3.8
1213,Ford Figo Diesel Titanium,Johannesburg,2034,54000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.25
1214,Honda Jazz 1.2 VX i VTEC,Johannesburg,2036,15399,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,6.4
1215,Volkswagen Polo Petrol Highline 1.2L,Kigali,2032,75000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,,3.95
1216,Honda City i-VTEC S,Nairobi,2030,76752,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,3.57
1217,Honda City ZX GXi,Johannesburg,2025,56000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,,1.25
1218,Maruti Wagon R LXI CNG,Maputo,2035,70000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,3.65
1219,Honda CR-V 2.4L 4WD AT AVN,Lusaka,2033,46125,Petrol,Automatic,Second,12.0 kmpl,2354 CC,187.4 bhp,5,,12.5
1220,BMW 5 Series 2013-2017 520d Luxury Line,Durban,2034,35000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,,23
1221,Ambassador Classic Nova Diesel,Lilongwe,2023,80000,Diesel,Manual,Third,12.8 kmpl,1489 CC,35.5 bhp,5,,1.35
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,Harare,2032,62729,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.32
1223,Volkswagen Vento Diesel Comfortline,Lusaka,2032,34000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,3.4
1224,Maruti Zen VX,Arusha,2019,70000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,0.77
1225,Maruti 800 DX BSII,Arusha,2029,32000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.9
1226,Toyota Corolla Altis 1.8 VL CVT,Nairobi,2037,21000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,23.25 River,18
1227,BMW 3 Series 328i Sport Line,Maputo,2033,49000,Petrol,Automatic,First,14.59 kmpl,1997 CC,245 bhp,5,,19
1228,Ford Ikon 1.3 Flair,Lilongwe,2027,40000,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,5,,1.1
1229,Chevrolet Beat LT,Maputo,2032,78000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,,2
1230,Toyota Corolla Altis 1.4 DG,Durban,2032,52000,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5,19.27 River,6.5
1231,Mahindra XUV500 W4,Kigali,2034,65213,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,9.45
1232,Hyundai Xcent 1.1 CRDi Base,Johannesburg,2036,170000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Gaborone,2037,36884,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,,32.25
1234,Hyundai i10 Sportz,Maputo,2029,62500,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1
1235,Toyota Corolla Altis VL AT,Johannesburg,2035,68000,Petrol,Automatic,Second,14.28 kmpl,1798 CC,138.03 bhp,5,,9.75
1236,Toyota Corolla 1.8 J,Lusaka,2034,40748,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5,,6.3
1237,Audi Q3 2.0 TDI Quattro,Dodoma,2033,60000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,,21
1238,Hyundai i20 Magna Optional 1.4 CRDi,Johannesburg,2034,12400,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4.65
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Johannesburg,2033,87000,Diesel,Automatic,Second,19.27 kmpl,2143 CC,167.62 bhp,5,,17
1240,Maruti Ritz VDi,Maputo,2033,20248,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,4.35
1241,Hyundai Creta 1.6 SX Plus Diesel,Harare,2037,52383,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,14.82
1242,Jaguar XE 2.0L Diesel Prestige,Nairobi,2038,1000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5,52.77 River,40
1243,Mahindra Xylo D4,Lilongwe,2036,85000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,11.67 River,6.15
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,Durban,2034,47000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,11.25
1245,Toyota Camry 2.5 Hybrid,Maputo,2038,17585,Petrol,Automatic,First,19.16 kmpl,2494 CC,157.7 bhp,5,,32
